Company,Country,Director,Genre,Title,Runtime,Writer,Year
Davis Entertainment,USA,Gary Fleder,Biography,TheExpress,130,Charles Leavitt,2008
Overture Films,USA,Christine Jeffs,Comedy,SunshineCleaning,91,Megan Holley,2008
Screen Gems,USA,Neil LaBute,Crime,LakeviewTerrace,110,David Loughery,2008
Yari Film Group (YFG),USA,Rod Lurie,Crime,NothingButtheTruth,108,Rod Lurie,2008
Alliance,USA,Nelson McCormick,Horror,PromNight,88,J.S. Cardone,2008
Vivendi Entertainment,USA,Fatih Akin,Comedy,NewYorkILoveYou,,103,Hu Hong,2008
Regency Enterprises,USA,Masayuki Ochiai,Horror,Shutter,85,Luke Dawson,2008
Rifkin-Eberts,USA,Marcel Langenegger,Crime,Deception,107,Mark Bomback,2008
BBC Films,UK,John Maybury,Biography,TheEdgeofLove,110,Sharman Macdonald,2008
Lakeshore Entertainment,USA,Ry�hei Kitamura,Horror,TheMidnightMeatTrain,98,Jeff Buhler,2008
Millennium Films,USA,Jon Avnet,Action,RighteousKill,101,Russell Gewirtz,2008
Dimension Films,USA,Craig Mazin,Action,SuperheroMovie,75,Craig Mazin,2008
Twentieth Century Fox Film Corporation,USA,Chris Carter,Drama,TheXFilesIWanttoBelieve,104,Frank Spotnitz,2008
Lionsgate,USA,Howard Deutch,Comedy,MyBestFriendsGirl,101,Jordan Cahan,2008
Number 9 Films,UK,Robert B. Weide,Biography,HowtoLoseFriendsAlienatePeople,110,Peter Straughan,2008
Metro-Goldwyn-Mayer (MGM),USA,Marc Sch�lermann,Crime,Pathology,95,Mark Neveldine,2008
Geetha Arts,India,A.R. Murugadoss,Action,Ghajini,100,Piyush Mishra,2008
Endgame Entertainment,USA,Rian Johnson,Adventure,TheBrothersBloom,114,Rian Johnson,2008
Armian Pictures,USA,Jonathan Demme,Drama,RachelGettingMarried,113,Jenny Lumet,2008
Enlightenment Productions,UK,Shamim Sarif,Drama,ICantThinkStraight,82,Shamim Sarif,2008
Warner Bros.,USA,George C. Wolfe,Drama,NightsinRodanthe,97,Ann Peacock,2008
Fandango,Italy,Matteo Garrone,Crime,Gomorrah,137,Roberto Saviano,2008
Screen Gems,USA,Gregory Hoblit,Crime,Untraceable,101,Robert Fyvolent,2008
Alcon Entertainment,USA,Sanaa Hamri,Comedy,TheSisterhoodoftheTravelingPants2,119,Elizabeth Chandler,2008
2929 Productions,USA,James Gray,Drama,TwoLovers,110,James Gray,2008
2929 Productions,USA,Guillermo Arriaga,Crime,TheBurningPlain,107,Guillermo Arriaga,2008
Dimension Films,USA,Malcolm D. Lee,Comedy,SoulMen,100,Robert Ramsey,2008
Focus Features,UK,Bharat Nalluri,Comedy,MissPettigrewLivesforaDay,92,David Magee,2008
The Weinstein Company,USA,John Madden,Crime,Killshot,95,Hossein Amini,2008
Purple Pictures,USA,Tom Putnam,Comedy,TheHottietheNottie,91,Heidi Ferrer,2008
Paramount Pictures,USA,Steven Brill,Comedy,DrillbitTaylor,110,Kristofor Brown,2008
Rhombus Media,Canada,Fernando Meirelles,Drama,Ceguera,121,Jos� Saramago,2008
Castle Rock Entertainment,USA,Marcos Siega,Comedy,ChaosTheory,87,Daniel Taplitz,2008
Samuel Goldwyn Films,USA,Alex Kendrick,Drama,Fireproof,100,Alex Kendrick,2008
Film4,UK,Mike Leigh,Comedy,HappyGoLucky,118,Mike Leigh,2008
Twisted Pictures,USA,Darren Lynn Bousman,Horror,RepoTheGeneticOpera,98,Darren Smith,2008
LightWave Entertainment,USA,Darnell Martin,Biography,CadillacRecords,109,Darnell Martin,2008
Ponty Up Pictures,Canada,Bruce McDonald,Fantasy,Pontypool,93,Tony Burgess,2008
New Line Cinema,Germany,Seth Gordon,Comedy,Nientucasanienlama,88,Matt Allen,2008
DreamWorks,USA,David Koepp,Comedy,GhostTown,102,David Koepp,2008
Broadway Video,USA,Michael McCullers,Comedy,BabyMama,100,Michael McCullers,2008
Garbus Kroupa Entertainment,USA,James Bolton,Drama,DreamBoy,90,James Bolton,2008
Universal Pictures,USA,George Clooney,Comedy,Leatherheads,114,Duncan Brantley,2008
Gold Circle Films,USA,Jeff Lowell,Comedy,OverHerDeadBody,95,Jeff Lowell,2008
Beijing Film Studio,China,John Woo,Action,RedCliff,150,John Woo,2008
Wild Bunch,France,Steven Soderbergh,Biography,ChePartOne,134,Peter Buchman,2008
Initial Entertainment Group (IEG),USA,Danny Pang,Action,BangkokDangerous,99,Jason Richman,2008
Lionsgate,USA,David Moreau,Horror,TheEye,98,Sebastian Gutierrez,2008
Paramount Pictures,UK,Marco Schnabel,Comedy,TheLoveGuru,87,Mike Myers,2008
Fox Searchlight Pictures,USA,Clark Gregg,Comedy,Choke,92,Clark Gregg,2008
Lucasfilm Animation,USA,Dave Filoni,Animation,StarWarsTheCloneWars,98,Henry Gilroy,2008
Filmax International,UK,Brad Anderson,Crime,Transsiberian,111,Brad Anderson,2008
Paramount Pictures,USA,Kimberly Peirce,Drama,StopLoss,112,Mark Richard,2008
Jackson Income Fund,USA,Michael Keaton,Crime,TheMerryGentleman,110,Ron Lazzeretti,2008
Ecosse Films,UK,Julian Jarrold,Drama,BridesheadRevisited,100,Andrew Davies,2008
Twentieth Century Fox Film Corporation,USA,Brian Robbins,Adventure,MeetDave,90,Rob Greenberg,2008
Isabella Films B.V.,Netherlands,Martin Koolhoven,Drama,Oorlogswinter,103,Mieke de Jong,2008
Shocking Bottle,USA,Randall Miller,Comedy,BottleShock,110,Jody Savin,2008
Lookout Films,USA,Jason Freeland,Drama,GardenParty,88,Jason Freeland,2008
Canal+ Espa�a,Spain,�lex de la Iglesia,Crime,TheOxfordMurders,104,�lex de la Iglesia,2008
Roadside Attractions,USA,Cyrus Nowrasteh,Drama,TheStoningofSorayaM,100,Betsy Giffen Nowrasteh,2008
Overture Films,USA,Jeffrey Nachmanoff,Action,Traitor,114,Jeffrey Nachmanoff,2008
Touchstone Pictures,USA,Joshua Michael Stern,Comedy,SwingVote,120,Jason Richman,2008
Barunson,South Korea,Jee-woon Kim,Action,TheGoodtheBadtheWeird,120,Jee-woon Kim,2008
2929 Productions,USA,Barry Levinson,Comedy,WhatJustHappened,104,Art Linson,2008
Dimension Films,USA,Larry Bishop,Action,HellRide,84,Larry Bishop,2008
Alcon Entertainment,Japan,Eric Valette,Horror,OneMissedCall,87,Andrew Klavan,2008
Senator Entertainment Co,Germany,Gregor Jordan,Crime,TheInformers,98,Bret Easton Ellis,2008
Bridgit Folman Film Gang,Israel,Ari Folman,Animation,WaltzwithBashir,90,Ari Folman,2008
Exodus Film Group,USA,Tony Leondis,Animation,Igor,87,Chris McKenna,2008
Path� Renn Productions,France,Dany Boon,Comedy,WelcometotheSticks,106,Dany Boon,2008
Pelican Productions LLC (I),USA,Fred Wolf,Adventure,StrangeWilderness,100,Peter Gaulke,2008
Universal Pictures,UK,Sam Fell,Animation,TheTaleofDespereaux,93,Kate DiCamillo,2008
Constantin Film,Germany,Uli Edel,Action,TheBaaderMeinhofComplex,150,Bernd Eichinger,2008
Harbinger Pictures,USA,Tate Taylor,Comedy,PrettyUglyPeople,99,Tate Taylor,2008
Tyler Perry Company, The,,USA,Tyler Perry,Comedy,MeettheBrowns,100,Tyler Perry,2008
Edward R. Pressman Film,USA,Simon Hunter,Action,MutantChronicles,111,Philip Eisner,2008
CinemaNX,UK,Richard Linklater,Drama,MeandOrsonWelles,114,Robert Kaplow,2008
Occupant Entertainment,UK,Jonathan Levine,Comedy,TheWackness,99,Jonathan Levine,2008
Nimbus Film Productions,Denmark,Ole Christian Madsen,Drama,FlameCitron,130,Lars Kristian Andersen,2008
Walt Disney Pictures,USA,Roger Kumble,Adventure,CollegeRoadTrip,83,Emi Mochizuki,2008
Mandeville Films,USA,Raja Gosnell,Adventure,BeverlyHillsChihuahua,91,Analisa LaBianco,2008
Lago Film,USA,Jennifer Lynch,Crime,Surveillance,97,Kent Harper,2008
Go Films,USA,Ryan Little,Drama,ForeverStrong,100,David Pliler,2008
Huntington Prep,USA,Mickey Liddell,Drama,TheHauntingofMollyHartley,82,John Travis,2008
Warp X,UK,Oliver Blackburn,Crime,DonkeyPunch,99,Oliver Blackburn,2008
Screen Gems,USA,David E. Talbert,Comedy,FirstSunday,100,David E. Talbert,2008
Big City Pictures,USA,Callie Khouri,Comedy,MadMoney,104,Glenn Gers,2008
Universal Pictures,USA,Malcolm D. Lee,Comedy,WelcomeHomeRoscoeJenkins,,100,Malcolm D. Lee,2008
Haut et Court,France,Laurent Cantet,Drama,TheClass,128,Laurent Cantet,2008
Kulture Machine,USA,Dennis Lee,Drama,FirefliesintheGarden,99,Robert Frost,2008
40 Acres & A Mule Filmworks,USA,Spike Lee,Action,MiracleatStAnna,160,James McBride,2008
Sony Pictures Classics,USA,David Mamet,Drama,Redbelt,99,David Mamet,2008
Picturehouse,USA,Patricia Rozema,Drama,KitKittredgeAnAmericanGirl,101,Ann Peacock,2008
Lakeshore Entertainment,USA,Isabel Coixet,Drama,Elegy,112,Nicholas Meyer,2008
Picture Farm,UK,Rupert Wyatt,Crime,TheEscapist,102,Daniel Hardy,2008
Element Films,USA,Deb Hagan,Comedy,College,100,Dan Callahan,2008
La Petite Reine,France,Jean-Fran�ois Richet,Action,MesrinePart1KillerInstinct,113,Jacques Mesrine,2008
Niama Film,Germany,Nikolai M�llersch�n,Action,TheRedBaron,106,Nikolai M�llersch�n,2008
Louisiana Producers Film Source,USA,Tyler Perry,Drama,TheFamilyThatPreys,100,Tyler Perry,2008
Bona Fide Productions,USA,Andrew Fleming,Comedy,Hamlet2,92,Pam Brady,2008
New Crime Productions,USA,Joshua Seftel,Action,WarInc,,107,Mark Leyner,2008
Warner Bros.,USA,Zack Snyder,Action,Watchmen,162,David Hayter,2009
Twentieth Century Fox Film Corporation,UK,James Cameron,Action,Avatar,162,James Cameron,2009
Universal Pictures,USA,Quentin Tarantino,Adventure,InglouriousBasterds,153,Quentin Tarantino,2009
Paramount Pictures,USA,J.J. Abrams,Action,StarTrek,127,Roberto Orci,2009
Warner Bros.,USA,Todd Phillips,Comedy,TheHangover,100,Jon Lucas,2009
Warner Bros.,UK,David Yates,Adventure,HarryPotterandtheHalfBloodPrince,153,Steve Kloves,2009
Twentieth Century Fox Film Corporation,USA,Wes Anderson,Animation,FantasticMrFox,87,Roald Dahl,2009
Columbia Pictures,USA,Ruben Fleischer,Adventure,Zombieland,88,Rhett Reese,2009
Paramount Pictures,USA,Jason Reitman,Drama,UpintheAir,109,Walter Kirn,2009
Alcon Entertainment,USA,John Lee Hancock,Biography,TheBlindSide,100,John Lee Hancock,2009
New Line Cinema,USA,Marcus Nispel,Horror,Fridaythe13th,97,Damian Shannon,2009
Warner Bros.,USA,Guy Ritchie,Action,SherlockHolmes,128,Michael Robert Johnson,2009
Columbia Pictures,USA,Roland Emmerich,Action,2012,158,Roland Emmerich,2009
Focus Features,USA,Henry Selick,Animation,Coraline,100,Henry Selick,2009
Twentieth Century Fox Film Corporation,USA,Gavin Hood,Action,XMenOriginsWolverine,107,David Benioff,2009
Pixar Animation Studios,USA,Pete Docter,Animation,Up,96,Pete Docter,2009
Pan Europ�enne,Belgium,Jaco Van Dormael,Drama,MrNobody,141,Jaco Van Dormael,2009
StudioCanal,USA,Atom Egoyan,Drama,Chloe,96,Erin Cressida Wilson,2009
Vinod Chopra Productions,India,Rajkumar Hirani,Adventure,3Idiots,170,Rajkumar Hirani,2009
Fox Searchlight Pictures,USA,Marc Webb,Comedy,500DaysofSummer,95,Scott Neustadter,2009
Halcyon Company, The,,USA,McG,Action,TerminatorSalvation,115,John Brancato,2009
Liberty Films UK,UK,Duncan Jones,Drama,Moon,97,Duncan Jones,2009
DreamWorks,USA,Michael Bay,Action,TransformersRevengeoftheFallen,150,Ehren Kruger,2009
Tornasol Films,Argentina,Juan Jos� Campanella,Drama,TheSecretinTheirEyes,129,Eduardo Sacheri,2009
Yellow Bird,Sweden,Niels Arden Oplev,Drama,TheGirlwiththeDragonTattoo,152,Nikolaj Arcel,2009
Twentieth Century Fox Film Corporation,USA,James Wong,Action,DragonballEvolution,85,Ben Ramsey,2009
Boo Productions,Greece,Yorgos Lanthimos,Drama,Dogtooth,94,Efthymis Filippou,2009
Dark Castle Entertainment,USA,Jaume Collet-Serra,Horror,Orphan,123,David Leslie Johnson,2009
TriStar Pictures,South Africa,Neill Blomkamp,Sci-Fi,Sector9,112,Neill Blomkamp,2009
Columbia Pictures,USA,Ron Howard,Mystery,AngelsDemons,138,David Koepp,2009
Fox Atomic,USA,Karyn Kusama,Comedy,JennifersBody,102,Diablo Cody,2009
Zentropa Entertainments,Denmark,Lars von Trier,Drama,Anticristo,108,Lars von Trier,2009
Touchstone Pictures,USA,Anne Fletcher,Comedy,TheProposal,108,Peter Chiarelli,2009
Dimension Films,USA,John Hillcoat,Adventure,TheRoad,111,Cormac McCarthy,2009
Film Department, The,,USA,F. Gary Gray,Crime,LawAbidingCitizen,109,Kurt Wimmer,2009
Walt Disney Pictures,USA,Andy Fickman,Action,RacetoWitchMountain,98,Matt Lopez,2009
Curmudgeon Films,USA,Nick Cassavetes,Drama,MySistersKeeper,109,Jeremy Leven,2009
Paramount Pictures,USA,Stephen Sommers,Action,GIJoeTheRiseofCobra,118,Stuart Beattie,2009
Rogue Pictures,USA,Dennis Iliadis,Crime,TheLastHouseontheLeft,110,Adam Alleca,2009
Universal Pictures,USA,Justin Lin,Action,FastFurious,107,Chris Morgan,2009
DreamWorks,USA,Peter Jackson,Drama,TheLovelyBones,135,Fran Walsh,2009
New Line Cinema,Germany,Ken Kwapis,Comedy,Alnolegustastanto,129,Abby Kohn,2009
Six Entertainment,Netherlands,Tom Six,Horror,TheHumanCentipedeFirstSequence,92,Tom Six,2009
Constantin Film,Germany,Christian Alvart,Action,Pandorum,108,Travis Milloy,2009
Universal Pictures,USA,Michael Mann,Biography,PublicEnemies,140,Ronan Bennett,2009
New Line Cinema,USA,Burr Steers,Comedy,17Again,102,Jason Filardi,2009
Fade to Black Productions,USA,Tom Ford,Drama,ASingleMan,99,Christopher Isherwood,2009
Touchstone Pictures,USA,Jonathan Mostow,Action,Surrogates,89,Michael Ferris,2009
Temple Hill Entertainment,USA,Chris Weitz,Adventure,TheTwilightSagaNewMoon,130,Melissa Rosenberg,2009
Lionsgate,USA,Patrick Lussier,Horror,MyBloodyValentine,101,Todd Farmer,2009
Walt Disney Animation Studios,USA,Ron Clements,Animation,ThePrincessandtheFrog,97,Ron Clements,2009
Infinity Features Entertainment,UK,Terry Gilliam,Adventure,TheImaginariumofDoctorParnassus,123,Terry Gilliam,2009
DreamWorks,USA,John Hamburg,Comedy,ILoveYouMan,,105,John Hamburg,2009
Universal Pictures,USA,Paul Weitz,Action,CirqueduFreakTheVampiresAssistant,100,Paul Weitz,2009
DreamWorks,USA,Charles Guard,Drama,TheUninvited,87,Craig Rosenberg,2009
Fid�lit� Films,France,Gaspar No�,Drama,EntertheVoid,161,Gaspar No�,2009
GK Films,UK,Jean-Marc Vall�e,Biography,TheYoungVictoria,100,Julian Fellowes,2009
Lionsgate,USA,Jim Sheridan,Drama,Brothers,105,David Benioff,2009
MPI Media Group,USA,Ti West,Horror,TheHouseoftheDevil,95,Ti West,2009
Dimension Films,USA,Rob Zombie,Horror,HalloweenII,105,Rob Zombie,2009
BBC Films,Denmark,Nicolas Winding Refn,Adventure,ValhallaRising,93,Nicolas Winding Refn,2009
Columbia Pictures,USA,Robert Luketic,Comedy,TheUglyTruth,96,Nicole Eastman,2009
Columbia Pictures,USA,Harold Ramis,Adventure,YearOne,97,Harold Ramis,2009
Screen Gems,USA,Will Gluck,Comedy,FiredUp,90,Will Gluck,2009
Columbia Pictures,USA,Nora Ephron,Biography,JulieJulia,118,Nora Ephron,2009
New Line Cinema,USA,David R. Ellis,Horror,TheFinalDestination,82,Eric Bress,2009
Fox Searchlight Pictures,USA,George Tillman Jr.,Biography,Notorious,122,Reggie Rock Bythewood,2009
The Weinstein Company,UK,Rob Marshall,Drama,Nine,118,Michael Tolkin,2009
CJ Entertainment,South Korea,Joon-ho Bong,Action,Mother,129,Joon-ho Bong,2009
Path� Renn Productions,UK,Jane Campion,Biography,BrightStar,119,Jane Campion,2009
Summit Entertainment,USA,Paul McGuigan,Action,Push,111,David Bourla,2009
Universal Pictures,USA,Judd Apatow,Comedy,FunnyPeople,146,Judd Apatow,2009
Lionsgate,USA,Lee Daniels,Drama,Precious,110,Geoffrey Fletcher,2009
Twisted Pictures,Canada,Kevin Greutert,Horror,EljuegodelmiedoVI,90,Patrick Melton,2009
BBC Films,UK,Lone Scherfig,Drama,AnEducation,100,Lynn Barber,2009
Lionsgate,USA,Mark Neveldine,Action,Gamer,95,Mark Neveldine,2009
Fox 2000 Pictures,USA,Gary Winick,Comedy,BrideWars,89,Greg DePaul,2009
Universal Pictures,USA,Peter Billingsley,Comedy,CouplesRetreat,113,Jon Favreau,2009
Universal Pictures,USA,Sam Raimi,Horror,DragMetoHell,99,Sam Raimi,2009
Universal Pictures,UK,Richard Curtis,Comedy,PirateRadio,135,Richard Curtis,2009
Gaumont,Canada,Vincenzo Natali,Drama,Spliceexperimentomortal,104,Vincenzo Natali,2009
Sketch Films,USA,Patrick Tatopoulos,Action,UnderworldRiseoftheLycans,92,Danny McBride,2009
Lionsgate,Australia,Michael Spierig,Action,Lahermandad,98,Michael Spierig,2009
DreamWorks Animation,USA,Rob Letterman,Animation,MonstersvsAliens,94,Maya Forbes,2009
Columbia Pictures,USA,Steve Carr,Action,PaulBlartMallCop,91,Kevin James,2009
Columbia Pictures,USA,Tony Scott,Action,TheTakingofPelham123,106,Brian Helgeland,2009
New Line Cinema,USA,Robert Schwentke,Drama,TheTimeTravelersWife,107,Bruce Joel Rubin,2009
Summit Entertainment,USA,Alex Proyas,Drama,Knowing,121,Ryne Douglas Pearson,2009
Focus Features,USA,Ethan Coen,Comedy,ASeriousMan,106,Joel Coen,2009
Columbia Pictures,USA,Phil Lord,Animation,CloudywithaChanceofMeatballs,90,Phil Lord,2009
BBC Films,USA,Grant Heslov,Comedy,TheMenWhoStareatGoats,94,Jon Ronson,2009
Fox Atomic,USA,Zach Cregger,Comedy,MissMarch,90,Zach Cregger,2009
Miramax,USA,Greg Mottola,Comedy,Adventureland,100,Greg Mottola,2009
Warner Bros.,USA,Richard Kelly,Drama,TheBox,115,Richard Kelly,2009
LD Entertainment,USA,Marcus Dunstan,Horror,TheCollector,90,Patrick Melton,2009
Warner Bros.,USA,Clint Eastwood,Biography,Invictus,134,Anthony Peckham,2009
Screen Gems,USA,Nelson McCormick,Crime,TheStepfather,101,J.S. Cardone,2009
Twentieth Century Fox Film Corporation,USA,Shawn Levy,Adventure,NightattheMuseumBattleoftheSmithsonian,105,Robert Ben Garant,2009
Universal Pictures,USA,Brad Silberling,Adventure,LandoftheLost,102,Chris Henchy,2009
Paramount Vantage,USA,Christian Alvart,Horror,Case39,109,Ray Wright,2009
Universal Pictures,USA,Nancy Meyers,Comedy,ItsComplicated,100,Nancy Meyers,2009
Warner Bros.,Germany,Spike Jonze,Adventure,Dondevivenlosmonstruos,101,Spike Jonze,2009
Lionsgate,USA,Mark Neveldine,Action,CrankHighVoltage,96,Mark Neveldine,2009
Fox Searchlight Pictures,USA,Scott Cooper,Drama,CrazyHeart,112,Scott Cooper,2009
Rogue Pictures,USA,David S. Goyer,Drama,TheUnborn,88,David S. Goyer,2009
DreamWorks,Germany,Thor Freudenthal,Comedy,Hotelparaperros,100,Jeff Lowell,2009
It's a Laugh Productions,USA,Peter Chelsom,Comedy,HannahMontanaTheMovie,102,Dan Berendsen,2009
Yellow Bird,Sweden,Daniel Alfredson,Crime,TheGirlWhoPlayedwithFire,129,Jonas Frykberg,2009
Mod Producciones,Spain,Alejandro Amen�bar,Adventure,Agora,127,Alejandro Amen�bar,2009
Screen Gems,USA,Steve Shill,Drama,Obsessed,108,David Loughery,2009
Universal Pictures,USA,Kevin Macdonald,Drama,StateofPlay,127,Matthew Michael Carnahan,2009
Barbarian Films,USA,David Mackenzie,Comedy,Spread,97,Jason Hall,2009
Universal Pictures,USA,Larry Charles,Comedy,Brno,81,Sacha Baron Cohen,2009
Universal Pictures,USA,Olatunde Osunsanmi,Mystery,TheFourthKind,98,Olatunde Osunsanmi,2009
Lionsgate,USA,Peter Cornwell,Drama,TheHauntinginConnecticut,92,Adam Simon,2009
Warner Bros.,Germany,James McTeigue,Action,NinjaAssassin,99,Matthew Sand,2009
Tyler Perry Company, The,,USA,Tyler Perry,Comedy,MadeaGoestoJail,103,Tyler Perry,2009
Sony Pictures Classics,USA,Woody Allen,Comedy,WhateverWorks,93,Woody Allen,2009
Warner Bros.,USA,Dominic Sena,Action,Whiteout,101,Jon Hoeber,2009
Dreamlab,Iran,Asghar Farhadi,Drama,AboutElly,119,Asghar Farhadi,2009
Paramount Pictures,USA,George Gallo,Comedy,MiddleMen,105,George Gallo,2009
Jon Shestack Productions,USA,Mark Waters,Comedy,GhostsofGirlfriendsPast,100,Jon Lucas,2009
Warner Bros.,USA,Ricky Gervais,Comedy,TheInventionofLying,100,Ricky Gervais,2009
Ternion Pictures,USA,Mike Judge,Comedy,Extract,92,Mike Judge,2009
Twentieth Century Fox Animation,USA,Carlos Saldanha,Animation,IceAgeDawnoftheDinosaurs,94,Peter Ackerman,2009
Why Not Productions,France,Jacques Audiard,Crime,AProphet,155,Thomas Bidegain,2009
BBC Films,UK,Armando Iannucci,Comedy,IntheLoop,106,Jesse Armstrong,2009
Fox 2000 Pictures,USA,Betty Thomas,Animation,AlvinandtheChipmunksTheSqueakquel,88,Jon Vitti,2009
Rogue,USA,David Twohy,Adventure,APerfectGetaway,98,David Twohy,2009
Mandate Pictures,USA,Drew Barrymore,Drama,WhipIt,111,Shauna Cross,2009
Walt Disney Pictures,USA,Robert Zemeckis,Animation,AChristmasCarol,96,Robert Zemeckis,2009
X-Filme Creative Pool,Germany,Michael Haneke,Drama,TheWhiteRibbon,144,Michael Haneke,2009
Columbia Pictures,USA,Tom Tykwer,Action,TheInternational,118,Eric Warren Singer,2009
Touchstone Pictures,USA,P.J. Hogan,Comedy,ConfessionsofaShopaholic,104,Tracey Jackson,2009
Walt Disney Pictures,USA,Walt Becker,Comedy,OldDogs,100,David Diamond,2009
BBC Films,UK,Andrea Arnold,Drama,FishTank,123,Andrea Arnold,2009
Rogue Pictures,USA,Dito Montiel,Action,Fighting,105,Robert Munic,2009
Stage 6 Films,USA,Troy Duffy,Action,TheBoondockSaintsIIAllSaintsDay,118,Troy Duffy,2009
Millennium Films,USA,Antoine Fuqua,Crime,BrooklynsFinest,132,Michael C. Martin,2009
Destination Films,USA,Scott Sanders,Action,BlackDynamite,84,Michael Jai White,2009
Warner Bros.,USA,Steven Soderbergh,Comedy,TheInformant,108,Scott Z. Burns,2009
De Line Pictures,USA,Jody Hill,Comedy,ObserveandReport,86,Jody Hill,2009
EuropaCorp,France,Glenn Ficarra,Biography,Unaparejadispareja,102,John Requa,2009
Fox 2000 Pictures,USA,Phil Traill,Comedy,AllAboutSteve,99,Kim Barker,2009
Magnolia Pictures,USA,Steven Soderbergh,Drama,TheGirlfriendExperience,77,David Levien,2009
Metro-Goldwyn-Mayer (MGM),USA,Kevin Tancharoen,Comedy,Fame,107,Allison Burnett,2009
Fox Atomic,Canada,Chris Columbus,Comedy,ILoveYouBethCooper,,102,Larry Doyle,2009
Dimension Films,USA,Miguel Arteta,Comedy,YouthinRevolt,90,Gustin Nash,2009
Film i V�st,Sweden,Daniel Alfredson,Crime,TheGirlWhoKickedtheHornetsNest,147,Stieg Larsson,2009
Universal Pictures,USA,Tony Gilroy,Comedy,Duplicity,125,Tony Gilroy,2009
Focus Features,USA,Sam Mendes,Comedy,AwayWeGo,98,Dave Eggers,2009
The Weinstein Company,USA,Kyle Newman,Adventure,Fanboys,100,Ernest Cline,2009
Marv Films,UK,Daniel Barber,Action,HarryBrown,103,Gary Young,2009
Lionsgate,USA,Jonas Elmer,Comedy,NewinTown,97,Ken Rance,2009
First Sun,Italy,Luca Guadagnino,Drama,IAmLove,120,Barbara Alberti,2009
Scion Films,Mexico,Cary Fukunaga,Adventure,SinNombre,96,Cary Fukunaga,2009
Millennium Films,USA,Werner Herzog,Crime,BadLieutenantPortofCallNewOrleans,122,William M. Finkelstein,2009
CJ Entertainment,South Korea,Chan-wook Park,Drama,Thirst,133,Seo-kyeong Jeong,2009
House Row Productions,USA,Stewart Hendler,Horror,SororityRow,101,Josh Stolberg,2009
DreamWorks,UK,Joe Wright,Biography,TheSoloist,117,Susannah Grant,2009
Lleju Productions,USA,Agnieszka Wojtowicz-Vosloo,Drama,AfterLife,100,Agnieszka Wojtowicz-Vosloo,2009
Antena 3 Films,UK,Jordan Scott,Drama,Cracks,104,Ben Court,2009
Euforia Film,Norway,Tommy Wirkola,Comedy,DeadSnow,100,Tommy Wirkola,2009
Ecosse Films,UK,Sam Taylor-Johnson,Biography,NowhereBoy,98,Matt Greenhalgh,2009
Bombshell Pictures,USA,Rick Jacobson,Action,BitchSlap,109,Rick Jacobson,2009
Artfire Films,USA,Kieran Mulroney,Comedy,PaperMan,110,Michele Mulroney,2009
Cinema Libre Studio,USA,Philippe Diaz,Drama,NowLater,99,Philippe Diaz,2009
Haut et Court,France,Anne Fontaine,Biography,CocoBeforeChanel,105,Edmonde Charles-Roux,2009
Twentieth Century Fox Film Corporation,USA,John Schultz,Animation,AliensintheAttic,86,Mark Burton,2009
EuropaCorp,France,Patrick Alessandrin,Action,District13Ultimatum,101,Luc Besson,2009
Hyde Park Entertainment,Canada,Andrzej Bartkowiak,Action,StreetFighterLaleyenda,96,Justin Marks,2009
Les Armateurs,France,Tomm Moore,Animation,TheSecretofKells,100,Tomm Moore,2009
Miramax,USA,Kirk Jones,Adventure,EverybodysFine,100,Kirk Jones,2009
Jerry Bruckheimer Films,USA,Hoyt Yeatman,Animation,GForce,88,Cormac Wibberley,2009
Universal Pictures,USA,Brandon Camp,Drama,LoveHappens,100,Brandon Camp,2009
Magnolia Pictures,USA,Bobcat Goldthwait,Comedy,WorldsGreatestDad,99,Bobcat Goldthwait,2009
Warner Bros.,USA,Robert Rodriguez,Comedy,Shorts,89,Robert Rodriguez,2009
The Weinstein Company,USA,Wayne Kramer,Crime,CrossingOver,113,Wayne Kramer,2009
Echo Lake Entertainment,USA,Derrick Borte,Drama,TheJoneses,96,Randy T. Dinzler,2009
Metro-Goldwyn-Mayer (MGM),USA,Harald Zwart,Adventure,ThePinkPanther2,92,Scott Neustadter,2009
Paramount Vantage,USA,David Pastor,Drama,Carriers,100,�lex Pastor,2009
Parallel Film Productions,Ireland,Ian Fitzgibbon,Action,PerriersBounty,88,Mark O'Rowe,2009
Imagi Animation Studios,Hong Kong,David Bowers,Animation,AstroBoy,94,Osamu Tezuka,2009
Ilion Animation Studios,Spain,Jorge Blanco,Animation,Planeta51,91,Javier Abad,2009
Incentive Filmed Entertainment,USA,Don Roos,Drama,LoveandOtherImpossiblePursuits,119,Don Roos,2009
Columbia Pictures,USA,Marc Lawrence,Comedy,DidYouHearAbouttheMorgans,100,Marc Lawrence,2009
Bill Kenwright Films,UK,Stephen Frears,Comedy,Chri,100,Christopher Hampton,2009
Inimitable Pictures,USA,David Kaplan,Comedy,TodaysSpecial,99,Aasif Mandvi,2009
Fox Atomic,USA,Renny Harlin,Action,12Rounds,108,Daniel Kunka,2009
Fox Searchlight Pictures,USA,Mira Nair,Adventure,Amelia,111,Ronald Bass,2009
Universal Pictures International (UPI),Spain,Pedro Almod�var,Drama,BrokenEmbraces,127,Pedro Almod�var,2009
Focus Features,USA,Ang Lee,Biography,TakingWoodstock,120,James Schamus,2009
Filmax,Spain,Jaume Balaguer�,Horror,Rec2,85,Jaume Balaguer�,2009
